Name,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating,Inactive_flag
"Sharova, Alexandra",BLR,F,1990.0,WFM,2089,2063.0,2041.0,wi
"Tan, Li Ting",MAS,F,1998.0,WFM,2087,1869.0,1928.0,wi
"Vanagaite, Giedre",LTU,F,1997.0,WFM,2086,1956.0,2003.0,wi
"Ivanova, Karina",RUS,F,1996.0,WFM,2085,2127.0,2081.0,wi
"Nadirjanova, Nodira",UZB,F,1990.0,WIM,2085,2082.0,2164.0,wi
"Stevanec, Lea",SLO,F,1976.0,WFM,2085,2033.0,2026.0,wi
"Tomashevskaya, Lidia",RUS,F,1995.0,WIM,2085,2044.0,2028.0,wi
"Semenova, Alina",RUS,F,1991.0,WFM,2084,2014.0,1964.0,wi
"Beshukova, Alina",RUS,F,2002.0,WFM,2083,1648.0,1647.0,wi
"Azimova, Karina",RUS,F,1994.0,WFM,2081,1978.0,1999.0,wi
"Galkina, Anna",RUS,F,1985.0,WFM,2080,1984.0,1960.0,wi
"Tay, Li Jin Jeslin",SGP,F,1990.0,WFM,2079,2063.0,2021.0,wi
"Grosar, Kiti",SLO,F,1976.0,WIM,2078,2081.0,2072.0,wi
"Gileva, Irina",RUS,F,1971.0,WFM,2077,2029.0,1960.0,wi
"Marinina, Tatiana",RUS,F,1989.0,WFM,2076,2067.0,2033.0,wi
"Smirnova, Anastasia",RUS,F,1990.0,WFM,2076,1941.0,1785.0,wi
"Vovk, Anastasiia",UKR,F,1985.0,WGM,2076,2094.0,1961.0,wi
"Samusenko, Ramziya",RUS,F,1959.0,WFM,2075,2084.0,1959.0,wi
"Calle, Miryam",PER,F,1982.0,WFM,2073,2049.0,2048.0,wi
"Novikova, Galina",RUS,F,1983.0,WFM,2073,2039.0,2030.0,wi
"Maksimova, Elena",BLR,F,1988.0,WFM,2070,2097.0,2091.0,wi
"Martin Perez, Laura",ESP,F,1997.0,WFM,2070,2016.0,2034.0,wi
"Artemyeva, Olga",RUS,F,1996.0,WFM,2069,2034.0,2022.0,wi
"Aslanian, Ludmila K.",UKR,F,1954.0,WIM,2068,2094.0,2040.0,wi
"Hasanova, Turkan",AZE,F,1992.0,WFM,2068,2017.0,2044.0,wi
"Kumanska, Olena",UKR,F,1994.0,WFM,2068,2051.0,2053.0,wi
"Shapoval, Galina",UKR,F,1986.0,WIM,2068,2084.0,2130.0,wi
"Nicoara, Malina",FRA,F,1969.0,WIM,2066,2034.0,2047.0,wi
"Herasimovich, Volha",BLR,F,1985.0,WGM,2065,2058.0,1962.0,wi
"Meera, Sai",IND,F,1977.0,WIM,2064,2027.0,1944.0,wi
"Yushko, Olga",UKR,F,1987.0,WFM,2064,2149.0,2115.0,wi
"Zajtzeva, Viktoria",RUS,F,2000.0,WFM,2064,2007.0,1888.0,wi
"Kim, Yana",RUS,F,1998.0,WFM,2063,2071.0,2112.0,wi
"Rysbayeva, Nazerke",KAZ,F,1990.0,WFM,2063,1954.0,2035.0,wi
"Guo, Emma",AUS,F,1995.0,WIM,2062,2078.0,2039.0,wi
"Avdeenko, Tatiana",RUS,F,1987.0,WFM,2061,2101.0,2050.0,wi
Tin Lay Shwe,MYA,F,1981.0,WFM,2061,2036.0,2023.0,wi
"Mokhna, Natalia",RUS,F,1968.0,WFM,2060,1958.0,1999.0,wi
"Polyakova, Natalia",RUS,F,1961.0,WIM,2059,1806.0,1733.0,wi
"Bezgodova, Svetlana",RUS,F,1971.0,WIM,2058,2126.0,2131.0,wi
"Minina, Veronika",RUS,F,1988.0,WFM,2057,1933.0,1927.0,wi
"Petrova, Alexandra",RUS,F,1985.0,WFM,2057,1928.0,1874.0,wi
"Manelidou, Maria",GRE,F,1992.0,WFM,2055,2038.0,2106.0,wi
"Pavlova, Kseniia",RUS,F,1996.0,WFM,2055,2066.0,1950.0,wi
"Shevtchenko, Olesya",RUS,F,1979.0,WFM,2054,1894.0,2003.0,wi
"Richards-Porter, Deborah",JAM,F,1985.0,WIM,2053,1976.0,1970.0,wi
"Mokriak, Liudmila",UKR,F,1984.0,WIM,2052,1993.0,2027.0,wi
"Pustovidko, Anastasia",RUS,F,1997.0,WFM,2052,2000.0,1956.0,wi
"Martynova, Anastasiya",RUS,F,1999.0,WFM,2051,1910.0,2017.0,wi
"Golovina, Darya",RUS,F,1992.0,WFM,2050,1892.0,1775.0,wi
"Klyasheva, Tatiana",RUS,F,1977.0,WFM,2049,1953.0,1912.0,wi
"Kucherenko, Olena",UKR,F,1984.0,WCM,2049,1949.0,1971.0,wi
"Khusnutdinova, Alsu",RUS,F,1998.0,WFM,2048,2029.0,1998.0,wi
"Ivanova, Simoneta",BUL,F,1997.0,WFM,2046,1965.0,1961.0,wi
"Martsynovskaya, Marina",FRA,F,1973.0,WIM,2046,2036.0,2066.0,wi
"Vykhodtceva, Nina",RUS,F,1986.0,WFM,2044,1983.0,1960.0,wi
"Zarivkina, Victorya",RUS,F,1989.0,WFM,2044,2124.0,2151.0,wi
"Kuzmitskaya, Yana",RUS,F,1987.0,WFM,2041,1967.0,1894.0,wi
"Mokhova, Kristina",RUS,F,1985.0,WFM,2041,2045.0,2034.0,wi
"Kaspute, Vesta",LTU,F,1984.0,WFM,2040,1959.0,1845.0,wi
"Bajarani, Kubra",AZE,F,1974.0,WFM,2039,2144.0,1982.0,wi
"Vahtra, Tuuli",EST,F,1989.0,WFM,2037,1995.0,1889.0,wi
"Oliveira, Maria Ines",POR,F,1996.0,WFM,2036,1881.0,1781.0,wi
"Messina, Roberta",ITA,F,1993.0,WFM,2034,1926.0,1965.0,wi
"Mezenseva, Elena",RUS,F,1965.0,WFM,2034,1846.0,1862.0,wi
"Milovanova, Maria",RUS,F,2000.0,WFM,2034,1904.0,1917.0,wi
"Bayrak, Asli",TUR,F,1989.0,WFM,2033,2016.0,2026.0,wi
"Coimbra, Margarida",POR,F,1983.0,WFM,2030,2071.0,2115.0,wi
"Fomkina, Ekaterina",RUS,F,1987.0,WFM,2030,1903.0,1863.0,wi
"Munkhchuluun, Tsegmed",MGL,F,1991.0,WFM,2030,2024.0,2051.0,wi
"Nekrasova, Elena",LBN,F,1970.0,WFM,2028,1920.0,1894.0,wi
"Dengler, Dijana",BIH,F,1966.0,WFM,2025,2014.0,1998.0,wi
"Trus, Iryna",BLR,F,1989.0,WFM,2025,2004.0,1881.0,wi
"Bednikova, Stefi",BUL,F,1986.0,WIM,2024,2021.0,2024.0,wi
"Blanco Acevedo, Maria Carolina",VEN,F,1980.0,WIM,2024,2024.0,1985.0,wi
"Rodionova, Polina",RUS,F,1997.0,WFM,2024,2105.0,2058.0,wi
"Bogdan, Ekaterina",BLR,F,1993.0,WFM,2023,2030.0,2001.0,wi
"Nguyen, Thi Thuy Trien",VIE,F,1995.0,WFM,2022,1945.0,1996.0,wi
"Biti, Ana",SLO,F,1981.0,WFM,2021,1871.0,2000.0,wi
"Mammadova, Susan",AZE,F,2001.0,WFM,2020,1623.0,1656.0,wi
"Panella, Fiammetta",ITA,F,1988.0,WFM,2020,2013.0,1989.0,wi
"Chirita, Andra-Marina",ROU,F,1990.0,WFM,2019,2034.0,2043.0,wi
"Matiukova, Uliana",RUS,F,1999.0,WFM,2018,2010.0,1949.0,wi
"Chierici, Marianna",ITA,F,1990.0,WFM,2017,2061.0,2086.0,wi
"Vasquez Alcala, Astrid",VEN,F,1991.0,WCM,2017,1893.0,1950.0,wi
Legowo Parahita Millyena,INA,F,2000.0,WFM,2016,2017.0,1997.0,wi
"Baciu, Anca-Otilia",ROU,F,1970.0,WFM,2014,1914.0,1894.0,wi
"Morozova, Iuliia",BEL,F,1966.0,WFM,2014,2078.0,1865.0,wi
"Grishina, Alexandra",RUS,F,1982.0,WFM,2012,2012.0,2024.0,wi
"Abramova, Ekaterina",RUS,F,1987.0,WFM,2008,1931.0,1937.0,wi
"Baptista, Ana Filipa",POR,F,1990.0,WFM,2008,2069.0,2048.0,wi
"Bernales, Christy Lamiel",PHI,F,1993.0,WCM,2007,1984.0,1980.0,wi
"Bokuchava, Madona",GEO,F,1990.0,WFM,2006,2051.0,1999.0,wi
"Balakanova, Bakhyt",KAZ,F,1989.0,WFM,2005,1972.0,1977.0,wi
"Al-Rufaye, Iman Hasan Mohammed",IRQ,F,1982.0,WIM,2002,2094.0,2037.0,wi
"Galmakova, Kristina",RUS,F,1990.0,WFM,2002,1982.0,1948.0,wi
"Yakimenko, Anastasia",RUS,F,1998.0,WFM,2002,1887.0,1908.0,wi
"Zolotova, Lubov",RUS,F,1982.0,WCM,2002,1829.0,1811.0,wi
"Leonardi, Caterina",SLO,F,1996.0,WFM,2001,1924.0,1939.0,wi
"Anisa, Aay Aisyah",INA,F,1998.0,WFM,1999,1910.0,1971.0,wi
"Aponte, Oriana Isabel",VEN,F,1997.0,WIM,1997,1937.0,1968.0,wi
"Gutierrez Salazar, Leonela",VEN,F,1992.0,WFM,1996,2031.0,2019.0,wi
"Vasenina, Anna",RUS,F,1999.0,WFM,1996,2072.0,2022.0,wi
"Brokko, Margit",EST,F,1973.0,WFM,1995,1904.0,1778.0,wi
"Toro Pradenas, Maria Jose",CHI,F,1991.0,WFM,1994,1982.0,2029.0,wi
"Skogvall, Martina",GER,F,1968.0,WFM,1992,2002.0,2014.0,wi
"Vorobyova, Alyona",RUS,F,1982.0,WCM,1991,1938.0,1916.0,wi
"Mattaganova, Gozel",TKM,F,1996.0,WFM,1989,2084.0,2060.0,wi
"Orlyanskaya, Darya",UKR,F,1989.0,WFM,1989,1953.0,1955.0,wi
"Pavlova, Alina",RUS,F,1988.0,WFM,1989,2137.0,2073.0,wi
"Rothebarth, Ana Vitoria de Paula",BRA,F,1992.0,WFM,1987,2097.0,1959.0,wi
"Nur Abidah, Shanti",INA,F,2001.0,WIM,1986,1908.0,2167.0,wi
"Parveen, Tanima",BAN,F,1978.0,WFM,1984,2032.0,2053.0,wi
"Tereshechkina, Maya",RUS,F,1996.0,WFM,1984,2164.0,1978.0,wi
"Mucha, Magdalena",POL,F,1995.0,WCM,1981,1893.0,1966.0,wi
"Golovkina, Anastasia",RUS,F,2001.0,WFM,1978,1867.0,1883.0,wi
"Ganzera, Andrea, Dr.",AUT,F,1977.0,WFM,1975,2002.0,1957.0,wi
"Ho, En Huei Danielle",SGP,F,1995.0,WFM,1974,1895.0,1899.0,wi
"Vishnjakova, Svetlana",RUS,F,1964.0,WFM,1973,1925.0,1984.0,wi
"Assaubayeva, Diana",KAZ,F,1997.0,WCM,1972,1928.0,1873.0,wi
"Hermoso Rodriguez, Obdulis",VEN,F,1991.0,WCM,1972,1976.0,1941.0,wi
"Perez, Laura",COL,F,1984.0,WFM,1971,1902.0,1875.0,wi
"Survilo, Alla",RUS,F,1967.0,WFM,1971,1987.0,1877.0,wi
"Tuzi, Bruna",ALB,F,1995.0,WFM,1971,1788.0,1886.0,wi
"Dragieva, Denitza",BUL,F,1996.0,WFM,1970,2046.0,1966.0,wi
"Bychkova, Alina",RUS,F,2001.0,WCM,1968,1836.0,1800.0,wi
"Kosheparova, Tatiana",RUS,F,2000.0,WFM,1968,1938.0,1815.0,wi
"Varela La Madrid, Maria",VEN,F,1992.0,WFM,1968,1991.0,1887.0,wi
"Mandukhai, Myagmarsuren",MGL,F,2003.0,WCM,1966,1574.0,1638.0,wi
"Dahdal, Lougain",JOR,F,1990.0,WIM,1964,1941.0,1857.0,wi
"Pischal, Yulia",UKR,F,1976.0,WFM,1963,2027.0,1931.0,wi
"Sequeda Mendoza, Nancy Stella",VEN,F,1978.0,WIM,1959,1882.0,1882.0,wi
"Mendieta, Kathya",NCA,F,1994.0,WFM,1957,1927.0,1784.0,wi
"Andrikopoulou, Efstathia",GRE,F,1989.0,WFM,1956,1947.0,1933.0,wi
"Hj, Azahari Siti Nur Fatimah",BRU,F,1992.0,WFM,1954,1927.0,1974.0,wi
"Sharfina, Juwita Ardelia",INA,F,2002.0,WFM,1954,1809.0,1854.0,wi
"Nguyen, Ngoc Thuy Trang",VIE,F,1995.0,WCM,1953,1815.0,1822.0,wi
"Orsagova, Erika",SVK,F,1981.0,WCM,1950,1976.0,1810.0,wi
"Sop, Selen",TUR,F,1994.0,WFM,1950,1976.0,2003.0,wi
"Herrera Sosa, Jessica",VEN,F,1993.0,WFM,1949,1946.0,1950.0,wi
"Larina, Maria",RUS,F,1988.0,WFM,1948,1832.0,1763.0,wi
"Horn, Emilia",SWE,F,1980.0,WFM,1946,2006.0,1990.0,wi
"Lomandong, Noela-Joyce",MNC,F,2001.0,WFM,1946,1653.0,2052.0,wi
"Kuznetsova, Luba",RUS,F,1945.0,WFM,1945,1916.0,1909.0,wi
"Mendoza, Beverly",PHI,F,1981.0,WIM,1945,1910.0,1947.0,wi
"Afshar, Niusha",IRI,F,1994.0,WCM,1943,1908.0,1862.0,wi
"Jardim, Daphne Tofano",BRA,F,1994.0,WCM,1942,1974.0,1935.0,wi
"Suito Nakasone, Catherine",ARG,F,2001.0,WCM,1940,1809.0,1743.0,wi
"Mercado, Luisa Fernanda",COL,F,1996.0,WFM,1939,2049.0,2042.0,wi
"Papiyants, Diana",RUS,F,1997.0,WFM,1937,1951.0,2009.0,wi
"Trotsenko, Evgenia",RUS,F,1929.0,WFM,1937,1909.0,1840.0,wi
"Montufar Berrios, Lesly Viviane",BRA,F,2000.0,WFM,1935,1838.0,1649.0,wi
"Ramos Martin, Lisandra",CUB,F,2001.0,WFM,1935,2058.0,1848.0,wi
"Sirkova, Darena",BUL,F,1994.0,WFM,1935,1999.0,1983.0,wi
"Jalaghonia, Nino",GEO,F,2000.0,WFM,1932,1740.0,1841.0,wi
"Otazo Sanchez, Annyd Gabriela",VEN,F,1987.0,WCM,1932,1952.0,1935.0,wi
"Shakirova, Renata",RUS,F,1999.0,WFM,1930,1920.0,1932.0,wi
"Rumiantseva, Ksenia",RUS,F,1999.0,WCM,1929,1932.0,1913.0,wi
"Egorova, Ayyyna",RUS,F,1998.0,WCM,1924,1894.0,1933.0,wi
"Quek, Shi Ning Kristine",AUS,F,1999.0,WFM,1924,1879.0,1844.0,wi
"Yaon, Michelle",PHI,F,1996.0,WFM,1924,1843.0,1851.0,wi
"Nikolic, Mila",SRB,F,1958.0,WFM,1921,1883.0,1845.0,wi
"Nguyen, Vu Thu Hien",VIE,F,2002.0,WCM,1920,1806.0,1738.0,wi
"Fantini, Daniela",ARG,F,1981.0,WFM,1919,1982.0,1960.0,wi
"Shushpanova, Nina",RUS,F,1948.0,WFM,1918,1905.0,1851.0,wi
"Duran Reina, Luisa Elena",VEN,F,1982.0,WIM,1917,1820.0,1851.0,wi
"Jelsen, Yemi",INA,F,1993.0,WFM,1915,1945.0,2017.0,wi
"Vescovi, Katherine Lemos",BRA,F,1999.0,CM,1914,1895.0,1724.0,wi
"Chudinovskikh, Zinaida",RUS,F,1987.0,WFM,1913,2009.0,1888.0,wi
"Kudina, Irina",RUS,F,1977.0,WFM,1909,1961.0,1828.0,wi
"Kalantari, Sedigheh",IRI,F,2002.0,WFM,1908,1801.0,1843.0,wi
"Morera Campos, Yanori Maria",CRC,F,1992.0,WCM,1907,1701.0,1672.0,wi
"Chetina, Elizaveta",RUS,F,1997.0,WFM,1906,1934.0,1870.0,wi
"Narva, Regina",EST,F,1970.0,WFM,1905,1961.0,1881.0,wi
"Pintor, Ariana",POR,F,1988.0,WFM,1903,1899.0,1881.0,wi
"Avetisyan, Amma",RUS,F,1995.0,WFM,1902,1844.0,1850.0,wi
"Latreche, Khadidja",ALG,F,1990.0,WIM,1900,1814.0,1869.0,wi
"Nguyen, Hoang Anh",VIE,F,1998.0,WCM,1900,1804.0,1838.0,wi
"Araujo Freitez, Yesmar Yoneidis",VEN,F,1988.0,WCM,1899,1886.0,1761.0,wi
"Atabayeva, Ogulgerek",TKM,F,1997.0,WFM,1899,1955.0,1913.0,wi
"Chan, Wei Yi Victoria",SGP,F,1992.0,WFM,1899,1900.0,1954.0,wi
Khaliunaa Gankhulug,MGL,F,2007.0,WCM,1899,1549.0,1610.0,wi
"Jiang, Zhaoyi",CHN,F,1999.0,WCM,1896,1981.0,1908.0,wi
"Matus, Nastassja",USA,F,2005.0,WFM,1896,1830.0,1871.0,wi
"Barantseva, Alexandra",UKR,F,1995.0,WFM,1890,1933.0,1946.0,wi
"Revita, Samantha Glo",PHI,F,1999.0,WFM,1889,1786.0,1741.0,wi
"Estrada, Lucia",BOL,F,1993.0,WIM,1888,1931.0,2020.0,wi
Mishra Anwesha,IND,F,2002.0,WFM,1888,1569.0,1619.0,wi
"Nikulina, Alena",RUS,F,1987.0,WFM,1887,1800.0,1837.0,wi
"Hoang, Thi Hai Anh",VIE,F,1996.0,WCM,1885,1899.0,1834.0,wi
"Saleh, Nora Mohd",UAE,F,1989.0,WIM,1885,1844.0,1817.0,wi
"Baisalova, Aigul",KAZ,F,1978.0,WFM,1884,1878.0,1902.0,wi
"Kalashnikova, Larisa",RUS,F,1941.0,WFM,1884,1808.0,1816.0,wi
"Khramtsova, Irina",RUS,F,1953.0,WFM,1878,1839.0,1835.0,wi
"Fomkina, Maria G.",RUS,F,1956.0,WFM,1875,1684.0,1892.0,wi
"Guo, Zhi Lin",AUS,F,1999.0,WFM,1875,1682.0,1813.0,wi
"Nguyen, Tran Ngoc Thuy",VIE,F,1995.0,WFM,1874,1879.0,1874.0,wi
"Karimzada, Narmin",AZE,F,2000.0,WCM,1871,1710.0,1901.0,wi
"Algildah, Nibal",SYR,F,1987.0,WIM,1870,1870.0,1869.0,wi
"Fiesco, Valentina",COL,F,1999.0,WFM,1869,1803.0,1809.0,wi
"Hurtado Romero, Karen Zayde",MEX,F,1997.0,WFM,1868,1799.0,1729.0,wi
"Kheyfets, Nataliya",RUS,F,2000.0,WFM,1867,1810.0,1805.0,wi
"Ibraheem, Delbak Ismael Ibraheem",IRQ,F,1988.0,WIM,1861,1897.0,1906.0,wi
"Jalloul, Maya",LBN,F,1990.0,WFM,1861,1876.0,1949.0,wi
"Dao, Thi Lan Anh",VIE,F,1997.0,WFM,1859,1789.0,1798.0,wi
"Mejia Salinas, Lluvia Angelica",MEX,F,1991.0,WCM,1857,1854.0,1860.0,wi
"Panesso, Lina",COL,F,1992.0,WCM,1855,1899.0,1861.0,wi
"Pytel, Bozena",FRA,F,1945.0,WIM,1854,1877.0,1868.0,wi
"Rania, Sbai",MAR,F,1994.0,WIM,1853,1788.0,1769.0,wi
"Lunkina, Yulia",RUS,F,1939.0,WFM,1849,1727.0,1707.0,wi
"Sariteanu, Sabina",ROU,F,1981.0,WFM,1847,1804.0,1831.0,wi
"Hughes, Rhian",SCO,F,1994.0,WFM,1843,1811.0,1773.0,wi
"Setiabudi, Megan",AUS,F,1996.0,WFM,1841,1765.0,1725.0,wi
Soyolmaa Dashdondog,MGL,F,1965.0,WCM,1840,1898.0,1776.0,wi
"Dai, Irmak",TUR,F,1998.0,WCM,1839,1802.0,1933.0,wi
"Ehab, Tasneem",EGY,F,1998.0,WIM,1839,1664.0,1704.0,wi
"Tembo, Epah",ZAM,F,1993.0,WIM,1839,1827.0,1814.0,wi
Otgonsuvd Batsaikhan,MGL,F,2000.0,WFM,1837,1754.0,1778.0,wi
"Abdelmenaem, Sohayla",EGY,F,1997.0,WFM,1832,1737.0,1698.0,wi
"Nunez Gonzalez, Neeshmy",CRC,F,1995.0,WCM,1830,1799.0,1723.0,wi
"Pham, Hong Minh",VIE,F,1996.0,WFM,1830,1810.0,1829.0,wi
"Uchida, Narumi",JPN,F,1987.0,WFM,1826,1839.0,1813.0,wi
"Cortes Arias, Mariela",CHI,F,1992.0,WCM,1824,1797.0,1796.0,wi
"Tran, Phan Bao Khanh",VIE,F,2000.0,WFM,1822,1708.0,1666.0,wi
"Tlale, Tshepang",RSA,F,1997.0,WIM,1817,1933.0,1912.0,wi
"Velez Alvarez, Laura Camila",COL,F,1996.0,WCM,1817,1784.0,1791.0,wi
"Morales Mendoza, Laura Elena",MEX,F,1988.0,WFM,1812,1960.0,1879.0,wi
"Vu, Thi Dieu Ai",VIE,F,1998.0,WFM,1811,1912.0,1821.0,wi
"Hilmi, Parveen",IND,F,2000.0,WFM,1809,1733.0,1788.0,wi
"Wijesuriya, Vineetha",AUS,F,1970.0,WCM,1808,1795.0,1809.0,wi
"Onate, Ana Milena",COL,F,1979.0,WCM,1806,1776.0,1706.0,wi
"Vu, Hoang Lan",VIE,F,1998.0,WCM,1805,1744.0,1763.0,wi
